id,real_name,hit,rpm,slot,acc,rec,mag,ammo,mod,class,gx,gy,gw,gh,tex
wpn_beretta_alt,Beretta 92F,0.46,363.0,1,0.46,2.0,15.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,43.0,0.0,2.0,1.0,ui\ui_icon_ppp
wpn_beretta_modern,Beretta 92F,0.46,330.0,1,0.44,2.0,15.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,4.0,0.0,2.0,1.0,ui\ui_icon_ppp
wpn_trg,Sako TRG-42,1.35,23.0,2,0.039,2.72,5.0,magnum_300,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Sniper/DMR,75.0,73.0,6.0,1.0,ui\ui_icon_equipment
wpn_m24,M24 SWS,1.35,20.0,2,0.054,3.14,5.0,magnum_300,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Sniper/DMR,75.0,71.0,6.0,2.0,ui\ui_icon_equipment
wpn_remington700,Remington 700,1.3,40.0,2,0.05,2.5,5.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Sniper/DMR,46.0,0.0,6.0,2.0,ui\ui_icon_bas
wpn_wa2000,Walther WA 2000,1.0,45.0,2,0.1,2.5,6.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Sniper/DMR,64.0,70.0,6.0,2.0,ui\ui_icon_equipment
wpn_sv98,SV98,1.1,30.0,2,0.08,2.81,10.0,7.62x54_7h1,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Sniper/DMR,44.0,20.0,6.0,2.0,ui\ui_icon_sv98
wpn_colt1911,"Colt M1911 ""Classic""",0.55,230.0,1,0.41,2.2,7.0,11.43x23_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,0.0,1.0,2.0,1.0,ui\ui_icon_1911
wpn_colt_kimber,COLT KIMBER,0.46,245.0,1,0.49,2.0,8.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,57.0,78.0,2.0,1.0,ui\ui_icon_ppp
wpn_colt1911_new,Colt M1911A1,0.55,250.0,1,0.59,2.15,7.0,11.43x23_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,0.0,1.0,2.0,1.0,ui\ui_icon_1911a1
wpn_colt1911_merc,Colt M45A1,0.55,240.0,1,0.38,1.8,7.0,11.43x23_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,0.0,1.0,2.0,1.0,ui\ui_icon_m45a1
wpn_colt1911_modern,Colt M45,0.55,240.0,1,0.4,2.0,7.0,11.43x23_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,0.0,1.0,2.0,1.0,ui\ui_icon_m45
wpn_colt1911_n,Colt M1911,0.55,230.0,1,0.6,2.5,7.0,11.43x23_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,64.0,2.0,2.0,1.0,ui\ui_icon_bas
wpn_korth,Korth Custom 4,0.66,400.0,1,0.29,2.0,7.0,11.43x23_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,66.0,2.0,2.0,1.0,ui\ui_icon_bas
wpn_korth_custom,Korth Custom 6,0.68,400.0,1,0.29,2.0,7.0,11.43x23_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,66.0,3.0,2.0,1.0,ui\ui_icon_bas
wpn_cz52,CZ52,0.45,305.0,1,0.58,1.92,8.0,7.62x25_p,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,6.0,0.0,2.0,1.0,ui\ui_icon_ppp
wpn_cz75,CZ-75,0.46,258.0,1,0.4,2.0,16.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,18.0,7.0,2.0,1.0,ui\ui_icon_ppp
wpn_cz75_auto,CZ75 AUTO,0.46,1000.0,1,0.62,1.35,20.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,16.0,1.0,2.0,1.0,ui\ui_icon_ppp
wpn_desert_eagle,Desert Eagle,0.6,110.0,1,0.63,4.0,9.0,357_hp_mag,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,0.0,0.0,2.0,1.0,ui\ui_icon_desert_eagles
wpn_desert_eagle_custom,Steppe Eagle,0.6,238.0,1,0.58,4.0,9.0,357_hp_mag,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,0.0,1.0,2.0,1.0,ui\ui_icon_desert_eagles
wpn_desert_eagle_modern,Steppe Eagle,0.6,252.0,1,0.58,4.0,11.0,357_hp_mag,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,0.0,1.0,2.0,1.0,ui\ui_icon_desert_eagles
wpn_desert_eagle_nimble,Steppe Eagle,0.6,180.0,1,0.58,5.0,11.0,357_hp_mag,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,0.0,1.0,2.0,1.0,ui\ui_icon_desert_eagles
wpn_dvl10,DVL-10 M2 Urbana,1.0,30.0,2,0.065,2.24,10.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Sniper/DMR,40.0,6.0,6.0,2.0,ui\ui_icon_bas
wpn_dvl10_m1,DVL-10 M1 Saboteur,0.85,30.0,2,0.065,2.24,10.0,338_federal,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Sniper/DMR,40.0,8.0,6.0,2.0,ui\ui_icon_bas
wpn_fal,FN FAL,0.76,675.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Battle Rifle,70.0,72.0,5.0,2.0,ui\ui_icon_equipment
wpn_mk14,Mk 14 EBR,0.76,725.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Battle Rifle,41.0,72.0,6.0,2.0,ui\ui_icon_equipment
wpn_fal_aus,SA-58 AUS,0.76,675.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Battle Rifle,3.0,12.0,6.0,2.0,ui\ui_icon_bas
wpn_fal_sa58_osw,SA-58 OSW,0.76,675.0,2,0.21,1.5,30.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Battle Rifle,2.0,16.0,5.0,2.0,ui\ui_icon_bas
wpn_fal_aus_kit_aus_tri,SA-58 AUS Scout,0.76,675.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Battle Rifle,9.0,12.0,6.0,2.0,ui\ui_icon_bas
wpn_fal_aus_kit_sa5x_spec,SA-58 AUS Defender,0.76,675.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Battle Rifle,16.0,14.0,6.0,2.0,ui\ui_icon_bas
wpn_fal_aus_kit_fal_leup,SA-58 AUS Marauder,0.76,675.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Battle Rifle,16.0,12.0,6.0,2.0,ui\ui_icon_bas
wpn_famas3,FAMAS F1,0.5,950.0,2,0.31,0.556,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,46.0,74.0,4.0,2.0,ui\ui_icon_equipment
wpn_fn2000,FN F2000,0.51,850.0,2,0.234,0.556,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,40.0,36.0,4.0,2.0,ui\ui_icon_equipment
wpn_fn2000_camo,FN F2000,0.51,860.0,2,0.209,0.556,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,40.0,38.0,4.0,2.0,ui\ui_icon_equipment
wpn_fn2000_custom,FN F2000,0.51,875.0,2,0.219,0.556,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,40.0,40.0,4.0,2.0,ui\ui_icon_equipment
wpn_fn2000_nimble,FN2000 NIMBLE,0.51,895.0,2,0.29,0.7,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,40.0,44.0,4.0,2.0,ui\ui_icon_equipment
wpn_fn57,FN Five-seveN,0.45,400.0,1,0.38,2.0,20.0,5.7x28_ss190,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,69.0,77.0,2.0,1.0,ui\ui_icon_fiveseven
wpn_fnc,FN FNC,0.5,650.0,2,0.21,0.556,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,65.0,72.0,5.0,2.0,ui\ui_icon_equipment
wpn_fnp45,FNP-45,0.55,240.0,1,0.45,2.25,15.0,11.43x23_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,12.0,1.0,2.0,1.0,ui\ui_icon_ppp
wpn_fnp45_custom,FNP-45,0.55,268.0,1,0.38,2.2,12.0,11.43x23_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,14.0,1.0,2.0,1.0,ui\ui_icon_ppp
wpn_fnx45,FNX-45,0.55,285.0,1,0.4,2.0,12.0,11.43x23_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,18.0,15.0,2.0,1.0,ui\ui_icon_ppp
wpn_fnx45_alt,FNX-45 Tactical,0.55,250.0,1,0.46,2.2,12.0,11.43x23_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,18.0,17.0,2.0,1.0,ui\ui_icon_ppp
wpn_fnx45_custom,FN 509,0.46,205.0,1,0.16,1.1,17.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,0.0,1.0,2.0,1.0,ui\ui_icon_fn509
wpn_fort,Fort-12,0.45,240.0,1,0.55,1.8,12.0,9x18_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,18.0,8.0,2.0,1.0,ui\ui_icon_ppp
wpn_fort_snag,Fort-21,0.46,370.0,1,0.29,1.8,16.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,18.0,14.0,2.0,1.0,ui\ui_icon_ppp
wpn_g28,Ruger SR-556,0.52,700.0,2,0.24,0.556,20.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,17.0,8.0,5.0,2.0,ui\ui_icon_bas
wpn_g3,G3A3,0.58,600.0,2,0.29,1.5,20.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Battle Rifle,30.0,56.0,5.0,2.0,ui\ui_icon_equipment
wpn_g3sg1,G3SG1,0.75,500.0,2,0.26,1.58,20.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Battle Rifle,30.0,52.0,5.0,2.0,ui\ui_icon_equipment
wpn_g36,G36,0.5,750.0,2,0.26,0.556,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,0.0,0.0,5.0,2.0,wpn\wpn_g36new_icons
wpn_g43,Gewehr 43,0.81,70.0,2,0.14,2.7,10.0,7.92x33_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Sniper/DMR,75.0,75.0,5.0,1.0,ui\ui_icon_equipment
wpn_galil,Galil AR,0.76,630.0,2,0.195,1.5,25.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Battle Rifle,20.0,64.0,5.0,2.0,ui\ui_icon_equipment
wpn_galil_custom,Galil AR,0.58,684.0,2,0.19,0.762,30.0,7.62x39_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,25.0,18.0,5.0,2.0,ui\ui_icon_equipment
wpn_galil_modern,Galil AR,0.58,645.0,2,0.18,0.762,30.0,7.62x39_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,30.0,18.0,5.0,2.0,ui\ui_icon_equipment
wpn_ace21,Galil ACE-21,0.48,700.0,2,0.3,0.556,35.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,40.0,50.0,4.0,2.0,ui\standart
wpn_glock_custom,HS2000,0.46,280.0,1,0.3,2.35,16.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,0.0,1.0,2.0,1.0,ui\ui_icon_hs2000
wpn_glock17,Glock 17,0.46,270.0,1,0.34,2.0,17.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,62.0,2.0,2.0,1.0,ui\ui_icon_bas
wpn_glock17_m1,"Glock 17 ""Bruder""",0.46,500.0,1,0.34,2.0,17.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,66.0,0.0,2.0,1.0,ui\ui_icon_bas
wpn_mp443,MP-443 Grach,0.46,293.0,1,0.38,2.0,18.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,18.0,0.0,2.0,1.0,ui\ui_icon_ppp
wpn_groza,OTs-14 Groza,0.62,700.0,2,0.37,0.5,20.0,9x39_pab9,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,20.0,34.0,4.0,2.0,ui\standart
wpn_groza_nimble,GROZA NIMBLE,0.58,750.0,2,0.3,1.4,30.0,7.62x39_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,24.0,0.0,4.0,2.0,ui\nimble
wpn_gsh18,Gsh-18,0.46,280.0,1,0.41,2.0,18.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,0.0,1.0,2.0,1.0,ui\ui_icon_ppp
wpn_gsh18_custom,Gsh-18,0.46,305.0,1,0.38,2.0,18.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,2.0,1.0,2.0,1.0,ui\ui_icon_ppp
wpn_hk416,HK416,0.49,850.0,2,0.24,0.556,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,25.0,52.0,5.0,2.0,ui\ui_icon_equipment
wpn_hpsa,Browning P-35,0.46,265.0,1,0.54,2.0,13.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,18.0,5.0,2.0,1.0,ui\ui_icon_ppp
wpn_hpsa_alt,Browning Hi-Power Mark III,0.46,350.0,1,0.5,1.7,13.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,18.0,6.0,2.0,1.0,ui\ui_icon_ppp
wpn_k98_mod,Mauser 98k Forester mk.1,1.15,30.0,2,0.063,2.35,5.0,7.92x33_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Sniper/DMR,52.0,0.0,5.0,2.0,ui\ui_icon_bas
wpn_k98_mod_silen98,Karabiner 98k Forester mk.2,0.8,30.0,2,0.035,2.81,2.0,20x70_buck,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,52.0,2.0,6.0,2.0,ui\ui_icon_bas
wpn_l85,L85A1,0.51,680.0,2,0.215,0.556,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,20.0,36.0,5.0,2.0,ui\ui_icon_equipment
wpn_l85_alt,L85A1,0.58,700.0,2,0.2,0.762,30.0,7.62x39_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,35.0,12.0,5.0,2.0,ui\ui_icon_equipment
wpn_l85_custom,L85A1,0.58,693.0,2,0.165,0.762,30.0,7.62x39_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,25.0,12.0,5.0,2.0,ui\ui_icon_equipment
wpn_l85_modern,L85A1,0.58,730.0,2,0.185,0.762,30.0,7.62x39_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,30.0,12.0,5.0,2.0,ui\ui_icon_equipment
wpn_l85a2,L85A2,0.58,635.0,2,0.18,0.556,30.0,7.62x39_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,30.0,12.0,5.0,2.0,ui\ui_icon_equipment
wpn_l85a2_modern,L85A2,0.58,650.0,2,0.16,0.762,30.0,7.62x39_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,30.0,12.0,5.0,2.0,ui\ui_icon_equipment
wpn_l85a2_alt,L85A2,0.58,665.0,2,0.173,0.762,30.0,7.62x39_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,35.0,12.0,5.0,2.0,ui\ui_icon_equipment
wpn_l85a2_custom,L85A2,0.58,620.0,2,0.135,0.762,30.0,7.62x39_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,25.0,12.0,5.0,2.0,ui\ui_icon_equipment
wpn_l96a1,L96A1,1.0,30.0,2,0.065,2.24,10.0,7.62x51_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Sniper/DMR,44.0,28.0,6.0,2.0,ui\ui_icon_equipment
wpn_lr300,LR-300ML,0.485,930.0,2,0.325,0.556,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,30.0,42.0,5.0,2.0,ui\ui_icon_equipment
wpn_lr300_camo,LR-300ML,0.58,920.0,2,0.26,0.762,30.0,7.62x39_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,30.0,44.0,5.0,2.0,ui\ui_icon_equipment
wpn_lr300_custom,LR-300ML,0.58,945.0,2,0.285,0.762,30.0,7.62x39_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,30.0,46.0,5.0,2.0,ui\ui_icon_equipment
wpn_m16,M16A4,0.5,670.0,2,0.21,0.506,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,25.0,54.0,5.0,2.0,ui\standart
wpn_m249,M249 SAW,0.51,870.0,2,0.35,0.5,100.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Sniper/DMR,45.0,0.0,5.0,2.0,ui\ui_icon_equipment
wpn_m4a1,M4A1,0.49,770.0,2,0.31,0.556,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,25.0,42.0,5.0,2.0,ui\eft_m4a1_ui
wpn_m4,M4,0.49,750.0,2,0.28,0.556,30.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,30.0,62.0,5.0,2.0,ui\eft_m4_ui
wpn_m4_butcher,"M4A1 ""Butcher""",0.496,950.0,2,0.24,0.556,60.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,17.0,6.0,5.0,2.0,ui\ui_icon_bas
wpn_ar15_freedom,AR-15 HERA,0.5,770.0,2,0.24,0.556,60.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,3.0,32.0,5.0,2.0,ui\ui_icon_bas
wpn_m4_tac,"M4A1 ""Protector""",0.49,770.0,2,0.24,0.556,40.0,5.56x45_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,17.0,4.0,5.0,2.0,ui\ui_icon_bas
wpn_mp5,MP5A3,0.47,800.0,2,0.57,0.55,30.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,SMG,40.0,10.0,4.0,2.0,ui\ui_icon_equipment
wpn_mp5_alt,MP5A3,0.47,813.0,2,0.45,0.55,30.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,SMG,40.0,14.0,4.0,2.0,ui\ui_icon_equipment
wpn_mp5_custom,MP5A3,0.47,830.0,2,0.43,0.55,30.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,SMG,40.0,12.0,4.0,2.0,ui\ui_icon_equipment
wpn_mp5_nimble,"MP5A3 ""Frasier""",0.56,730.0,2,0.44,0.5,30.0,11.43x23_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,SMG,40.0,18.0,4.0,2.0,ui\ui_icon_equipment
wpn_mp5sd,MP5SD6,0.47,800.0,2,0.42,0.39,30.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,SMG,40.0,20.0,4.0,2.0,ui\ui_icon_equipment
wpn_mp5sd_custom,MP5SD6,0.47,835.0,2,0.46,0.39,30.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,SMG,40.0,22.0,4.0,2.0,ui\ui_icon_equipment
wpn_mp5sd_new,MP5SD6,0.47,820.0,2,0.49,0.39,30.0,9x19_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,SMG,40.0,24.0,4.0,2.0,ui\ui_icon_equipment
wpn_oc33,OTs-33 Pernach,0.45,800.0,1,0.54,1.32,27.0,9x18_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,18.0,9.0,2.0,1.0,ui\ui_icon_ppp
wpn_pb,PB,0.45,305.0,1,0.59,2.0,8.0,9x18_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,71.0,79.0,2.0,1.0,ui\ui_icon_ppp
wpn_pb_custom,PB,0.45,325.0,1,0.56,2.0,8.0,9x18_fmj,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Pistol,73.0,2.0,2.0,1.0,ui\ui_icon_ppp
wpn_pkm,PKM,0.77,650.0,2,0.34,0.762,100.0,pkm_100,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,LMG,44.0,46.0,6.0,2.0,ui\ui_icon_equipment
wpn_pkm_zulus,"PKM ""Zulu""",0.77,680.0,2,0.34,0.762,100.0,pkm_100,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,44.0,50.0,6.0,2.0,ui\ui_icon_equipment
wpn_pkp,PKP Pecheneg,0.77,650.0,2,0.34,0.762,100.0,pkm_100,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,44.0,48.0,6.0,2.0,ui\ui_icon_equipment
wpn_pk_siber,PKM,0.77,650.0,2,0.34,0.762,100.0,pkm_100,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,44.0,46.0,6.0,2.0,ui\ui_icon_equipment
wpn_pkm_siber,PKM,0.77,650.0,2,0.34,0.762,100.0,pkm_100,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,LMG,3.0,36.0,6.0,2.0,ui\ui_icon_bas
wpn_pkm_zenit_shorty,PKM,0.77,650.0,2,0.34,0.762,100.0,pkm_100,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,Assault Rifle,44.0,46.0,6.0,2.0,ui\ui_icon_equipment
wpn_pkm_zenit_siber,PKM Zenit,0.77,750.0,2,0.34,0.762,100.0,pkm_100,1000000012-[OPTIONAL ACTIVATE FOR MAGAZINES] Anomaly Magazines Redux-ravenascendant,LMG,3.0,38.0,6.0,2.0,ui\ui_icon_bas
